id	emo-label	emo-level	tag
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1401.s.1	Blijdschap	Emotie	verheugen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1406.s.1	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1457.s.5	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1461.s.1	Liefde	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1478.s.2	Liefde	Emotie	lief hebt
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1482.s.1	Liefde	Emotie	lief hebben
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1486.s.1	Liefde	Emotie	heeft lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1502.s.4	Blijdschap	Emotie	verheugen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1506.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1541.s.1	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1594.s.1	Ongeluk	Emotie	ongelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1594.s.2	Liefde	Emotie	beminde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1652.s.4	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1652.s.4	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1652.s.4	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1652.s.4	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1714.s.2	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1793.s.1	Ontzag	Emotie	eerbied
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1882.s.4	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1882.s.5	Blijdschap	Emotie	verheugen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1905.s.2	Blijdschap	Emotie	vermaak
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1940.s.2	Angst	Lichaamswerking	ijs
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1983.s.1	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2139.s.2	Angst	Emotie	bevreest
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2179.s.10	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2179.s.10	Ongeluk	Emotie	ongeluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2179.s.11	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2179.s.11	Walging	Emotie	afkeer
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2196.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2204.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2212.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2212.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2212.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2212.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2249.s.2	Liefde	Emotie	bemind
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2274.s.1	Liefde	Emotie	beminde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2413.s.3	Verdriet	Lichaamswerking	weent
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2431.s.1	Liefde	Emotie	bemind
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2477.s.1	Liefde	Emotie	lief gehad
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2481.s.1	Liefde	Emotie	lief hebben
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2521.s.3	Blijdschap	EmotioneleHandeling	omhelsde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2541.s.2	Mededogen	Emotie	medelijden
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2556.s.2	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2560.s.1	Blijdschap	Lichaamswerking	lagchte
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2568.s.5	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2568.s.5	Verdriet	Lichaamswerking	huilen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2568.s.6	Verdriet	Lichaamswerking	schreijen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2573.s.1	Blijdschap	Lichaamswerking	lagch
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2681.s.1	Verdriet	Lichaamswerking	huilt
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2681.s.2	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2685.s.1	Verdriet	Lichaamswerking	huilen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2690.s.1	Verdriet	Lichaamswerking	huil
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2690.s.2	Verdriet	Lichaamswerking	weent
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2690.s.2	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2694.s.1	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2694.s.1	Verdriet	Lichaamswerking	huilen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2698.s.1	Verdriet	Lichaamswerking	huilen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2698.s.1	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2742.s.1	Liefde	Emotie	lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2761.s.2	Verdriet	Emotie	leed
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2767.s.1	Verdriet	Emotie	leed
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2861.s.2	Liefde	Emotie	lief bad
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2908.s.2	Liefde	Emotie	lief gehad
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2912.s.3	Verdriet	Lichaamswerking	schreijen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.2997.s.2	Verdriet	Emotie	droevigste
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3014.s.3	Verdriet	Lichaamswerking	schreijen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3192.s.1	Verdriet	Emotie	leed
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3192.s.3	Verdriet	Emotie	smert
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3192.s.6	Gemis	Emotie	gemis
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3192.s.7	Verdriet	Emotie	bedroeft
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3192.s.8	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3221.s.3	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3233.s.5	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3242.s.2	Liefde	Emotie	lief had
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3242.s.3	Verdriet	Emotie	bedroeven
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3242.s.3	Blijdschap	Emotie	vermaak
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3287.s.1	Blijdschap	Emotie	vermaak
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3295.s.4	Liefde	Emotie	lief heb
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3312.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3359.s.5	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3363.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3363.s.3	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3368.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3372.s.4	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3402.s.2	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3402.s.2	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3402.s.2	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3402.s.2	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3447.s.1	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3626.s.3	Schaamte	Emotie	beschaamd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3630.s.1	Schaamte	Emotie	schaam
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3634.s.5	Schaamte	Emotie	beschaamd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.370.s.2	Verdriet	Lichaamswerking	schreijende
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3844.s.2	Blijdschap	Emotie	verheugt
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3844.s.2	Blijdschap	Emotie	verheugen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3844.s.2	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3914.s.1	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3919.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3919.s.2	Liefde	EmotioneleHandeling	omhelst
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3919.s.4	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3919.s.5	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3928.s.1	Blijdschap	Emotie	vreugde vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3928.s.2	Verdriet	Emotie	verdriet
bren001goud01_01.TEI.2.text.body.div.div.sp.p.3928.s.5	Liefde	Emotie	hebt lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4023.s.2	Mededogen	Lichaamswerking	ik word ' er koud van
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4038.s.1	Angst	Lichaamswerking	ik beef ' er van
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4051.s.2	Angst	Emotie	angst
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4095.s.2	Verdriet	Emotie	smerte
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4099.s.2	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4103.s.1	Liefde	Emotie	beminde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4170.s.1	Liefde	Emotie	beminnen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4178.s.3	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4186.s.1	Liefde	Emotie	bemind
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4216.s.3	Woede	EmotioneleHandeling	opstuiven kijven grommen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4216.s.3	Blijdschap	Lichaamswerking	lagchen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4216.s.3	Verdriet	Lichaamswerking	huilen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4216.s.4	Liefde	Emotie	bemint beminnen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4221.s.1	Angst	Emotie	schrik
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4258.s.1	Verdriet	Lichaamswerking	traanen om u gehuild heeft
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4353.s.2	Angst	Lichaamswerking	schrikken
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4358.s.1	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4367.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4367.s.2	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4377.s.3	Angst	Lichaamswerking	ijsselijk schrikken
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4385.s.1	Angst	Emotie	schrik
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4446.s.1	Liefde	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4446.s.1	Liefde	Emotie	bemin beminnen
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4450.s.2	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.sp.p.446.s.2	Verdriet	Emotie	bedroefder
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4489.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4489.s.4	Blijdschap	Emotie	vrolijk
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4497.s.2	Geluk	Emotie	gelukkigst
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4554.s.1	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4581.s.1	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4585.s.3	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4589.s.1	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4624.s.2	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4636.s.1	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4704.s.1	Liefde	Emotie	bemin liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4704.s.2	Liefde	Emotie	begeerten
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4704.s.2	Verlangen	Emotie	begeerten
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4704.s.3	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.4743.s.2	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.513.s.2	Liefde	Emotie	lief
bren001goud01_01.TEI.2.text.body.div.div.sp.p.679.s.3	Woede	Emotie	boos
bren001goud01_01.TEI.2.text.body.div.div.sp.p.766.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.766.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.766.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.766.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.800.s.4	Woede	Emotie	boos
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.1640.s.1	Angst	Emotie	beangst
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.1881.s.1	Blijdschap	Lichaamswerking	lagchende
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.1892.s.1	Ontroering	Lichaamswerking	weent
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2417.s.1	Verdriet	Lichaamswerking	snikkende
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2577.s.2	Verdriet	Lichaamswerking	sckreijende
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2676.s.2	Verdriet	Lichaamswerking	schreijende
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2907.s.1	Verdriet	Lichaamswerking	schreijen
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2992.s.2	Blijdschap	Lichaamsdeel	hanen
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.2992.s.2	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.3099.s.2	Woede	Emotie	boos
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.3186.s.2	Verdriet	Lichaamswerking	schreijende
bren001goud01_01.TEI.2.text.body.div.div.sp.speaker.3498.s.2	Verdriet	Emotie	verdriet
bren001goud01_01.TEI.2.text.body.div.div.sp.stage.2406.s.1	Verdriet	Lichaamswerking	tesnikken
bren001goud01_01.TEI.2.text.body.div.div.sp.stage.2437.s.1	Verdriet	Lichaamswerking	snikken
bren001goud01_01.TEI.2.text.body.div.div.stage.2633.s.1	Verdriet	Lichaamsdeel	traanen
bren001goud01_01.TEI.2.text.body.div.div.stage.2633.s.2	Verdriet	Lichaamswerking	hullen
bren001goud01_01.TEI.2.text.body.div.div.stage.2764.s.1	Verdriet	Lichaamswerking	schreit
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Lichaamswerking	droefheid doet mijn ziel verteeren
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.3	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.3	Verdriet	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.4	Verdriet	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.10	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Lichaamswerking	de vreugde - traanen vloeijen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.3	Blijdschap	Lichaamsdeel	paerlen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.3	Blijdschap	Emotie	blij
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.6	Geluk	Emotie	gelukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	EmotioneleHandeling	u , aan mijne borst te drukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Liefde	EmotioneleHandeling	u , aan mijne borst te drukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	Lichaamswerking	kan mijn ziel op 't hoogst verrukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Liefde	EmotioneleHandeling	bemind
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Liefde	Emotie	min
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Liefde	EmotioneleHandeling	kusschen
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Blijdschap	EmotioneleHandeling	kusschen
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Liefde	Lichaamswerking	gloed
bren001scha01_01.TEI.2.text.body.div.div.lg.209.s.2	Blijdschap	Lichaamswerking	gloed
bren001scha01_01.TEI.2.text.body.div.div.lg.2097.s.1	Hoop	Emotie	hoop
bren001scha01_01.TEI.2.text.body.div.div.lg.2097.s.1	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.2175.s.2	Angst	Emotie	vrees
bren001scha01_01.TEI.2.text.body.div.div.lg.223.s.2	Verlangen	Emotie	haaken
bren001scha01_01.TEI.2.text.body.div.div.lg.223.s.2	Verlangen	Emotie	genot
bren001scha01_01.TEI.2.text.body.div.div.lg.223.s.2	Blijdschap	Emotie	genot
bren001scha01_01.TEI.2.text.body.div.div.lg.250.s.3	Woede	Emotie	gramschap
bren001scha01_01.TEI.2.text.body.div.div.lg.250.s.3	Haat	Emotie	gramschap
bren001scha01_01.TEI.2.text.body.div.div.lg.2771.s.2	Wraakzucht	Emotie	wraakzucht
bren001scha01_01.TEI.2.text.body.div.div.lg.2771.s.3	Wraakzucht	Emotie	wraak
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.12	Liefde	Lichaamswerking	mijn wangen gloeijen
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.12	Liefde	Lichaamsdeel	wangen
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.13	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.2	Angst	Lichaamswerking	angstig
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.2	Angst	Emotie	angstig
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.3	Liefde	Emotie	vuurig
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.4	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.6	Liefde	Emotie	min
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.6	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Angst	Lichaamswerking	'k voel mijn leden boeven
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Liefde	Lichaamswerking	'k voel mijn leden boeven
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Angst	Lichaamsdeel	leden
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Liefde	Lichaamsdeel	leden
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.8	Liefde	Lichaamsdeel	boezem
bren001scha01_01.TEI.2.text.body.div.div.lg.634.s.1	Blijdschap	Emotie	blij
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.2	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.4	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamswerking	nu zwemt mijn oog in traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamsdeel	oog
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamsdeel	oog
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamswerking	nu zwemt mijn oog in traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Emotie	kommer
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Bedruktheid	Emotie	kommer
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Blijdschap	Emotie	genot
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.991.s.1	Verdriet	Emotie	smarten
bren001scha01_01.TEI.2.text.body.div.div.lg.991.s.1	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.1158.s.1	Walging	Emotie	veracht
bren001scha01_01.TEI.2.text.body.div.div.sp.1158.s.2	Blijdschap	Emotie	juicht
bren001scha01_01.TEI.2.text.body.div.div.sp.1778.s.2	Blijdschap	Emotie	verrukken
bren001scha01_01.TEI.2.text.body.div.div.sp.1778.s.3	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.1	Blijdschap	Emotie	blijdschap
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.4	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.4	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.sp.1789.s.1	Blijdschap	Lichaamswerking	zie mijn vreugde traanen vloeijen !
bren001scha01_01.TEI.2.text.body.div.div.sp.1789.s.1	Blijdschap	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Blijdschap	EmotioneleHandeling	kussend ,
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Liefde	EmotioneleHandeling	kussend ,
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Blijdschap	Lichaamswerking	mijne wang besproeijen
bren001scha01_01.TEI.2.text.body.div.div.sp.1820.s.2	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.sp.1820.s.2	Verdriet	Lichaamswerking	geween
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Blijdschap	Lichaamswerking	mijn juichend hart
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Woede	Emotie	boos
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Angst	Lichaamswerking	siddrend
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Angst	Lichaamswerking	beevend
bren001scha01_01.TEI.2.text.body.div.div.sp.1970.s.2	Angst	Lichaamswerking	beeven
bren001scha01_01.TEI.2.text.body.div.div.sp.1995.s.3	Wroeging	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.1995.s.3	Verdriet	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.1	Wroeging	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.1	Verdriet	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.5	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.7	Jaloezie	Lichaamswerking	den vuurgloed van minnenijd
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.7	Jaloezie	Emotie	minnenijd
bren001scha01_01.TEI.2.text.body.div.div.sp.2522.s.2	Verdriet	Emotie	smarte
bren001scha01_01.TEI.2.text.body.div.div.sp.2522.s.7	Verdriet	Lichaamswerking	pijn
bren001scha01_01.TEI.2.text.body.div.div.sp.2529.s.6	Geluk	Emotie	geluk
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Opluchting	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Opluchting	Lichaamswerking	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Blijdschap	Lichaamswerking	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Verdriet	Emotie	smart
