id	emolabel	emolevel	tag
huyd001achi01_01.TEI.2.text.body.div.div.sp.2937.s.20	Eergevoel	Emotie	eer
huyd001achi01_01.TEI.2.text.body.div.div.sp.2937.s.24	Angst	EmotioneleHandeling	vluchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.2937.s.24	Wanhoop	Lichaamswerking	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.2937.s.24	Verdriet	Emotie	verdriet
huyd001achi01_01.TEI.2.text.body.div.div.sp.2937.s.25	Eergevoel	Emotie	eer
huyd001achi01_01.TEI.2.text.body.div.div.sp.2985.s.4	Blijdschap	Emotie	vreugd
huyd001achi01_01.TEI.2.text.body.div.div.sp.2985.s.7	Angst	EmotioneleHandeling	vluchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.1	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.2	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.2	Angst	Lichaamswerking	beevend
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.3	Blijdschap	Emotie	verheugde
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.4	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.4	Bezorgdheid	Emotie	beducht
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.6	Eergevoel	Emotie	eer
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.6	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.10	Blijdschap	Emotie	vreugd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.19	Angst	Emotie	verschrikt
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.21	Angst	Lichaamsdeel	leden
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.21	Angst	Lichaamswerking	leden beeven
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.22	Angst	Emotie	vrees
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.25	Woede	Emotie	tooren
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.32	Verwondering	Emotie	verbaasd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.32	Angst	Emotie	verschrikt
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.33	Mededogen	Emotie	beweegen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3139.s.2	Wanhoop	EmotioneleHandeling	smeeken
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.5	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.2	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.2	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.4	Wraakzucht	Emotie	wraakzieke
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.5	Woede	Emotie	tooren
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.5	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.12	Blijdschap	Emotie	opgetoogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.16	Wraakzucht	Emotie	wraakvier
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.16	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.3253.s.2	Angst	Emotie	bevreesd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.6	Eergevoel	Emotie	eer
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.10	Wraakzucht	EmotioneleHandeling	wreeken
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.10	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.12	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3333.s.3	Angst	Emotie	vrees
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.10	Ontroering	Emotie	ontroerd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.11	Bezorgdheid	Emotie	bekommerd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.14	Verdriet	Emotie	rouw
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.15	Mededogen	Emotie	medelyden
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.6	Angst	Emotie	bange
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.6	Angst	Lichaamsdeel	ziel
huyd001achi01_01.TEI.2.text.body.div.div.sp.3409.s.1	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3409.s.1	Angst	Lichaamsdeel	ziel
huyd001achi01_01.TEI.2.text.body.div.div.sp.3422.s.1	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3422.s.1	Woede	Emotie	tooren
huyd001achi01_01.TEI.2.text.body.div.div.sp.3433.s.1	Wanhoop	Lichaamswerking	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.3	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.3	Angst	Lichaamsdeel	hart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.4	Vertrouwen	Emotie	vertrouwen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.6	Angst	Emotie	vrees
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.7	Blijdschap	Emotie	vreugd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.7	Verdriet	Emotie	droefheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.8	Wrevel	Emotie	spyt
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.8	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.8	Woede	Lichaamsdeel	oogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.8	Wrevel	Lichaamsdeel	oogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.9	Angst	Emotie	vreezen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.13	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.4	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.5	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.5	Wraakzucht	EmotioneleHandeling	wreeken
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.6	Angst	Lichaamswerking	beef
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.6	Angst	Lichaamswerking	beef
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.5	Verdriet	Lichaamswerking	barst
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.5	Verdriet	Lichaamswerking	myn ' traanen , barst nu uit .
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.5	Verdriet	Lichaamsdeel	traanen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.7	Overig	Lichaamswerking	drift
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.7	Haat	Emotie	haaten
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.7	Liefde	Emotie	min
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.8	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.9	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.12	Liefde	Emotie	liefde
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.12	Verdriet	Lichaamsdeel	traanen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.20	Berusting	Emotie	geduld
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Verdriet	Emotie	droefheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Wanhoop	EmotioneleHandeling	smeek
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Verdriet	Lichaamswerking	traanen gezigt
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Verdriet	Lichaamsdeel	traanen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Verdriet	Lichaamsdeel	gezigt
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	Wanhoop	Lichaamswerking	zucht
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.1	Liefde	Emotie	bemint
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.1	Verdriet	Emotie	droefheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.2	Walging	Emotie	verachting
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.3	Wanhoop	Emotie	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.4	Verdriet	Emotie	smart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3609.s.1	Liefde	Emotie	min
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.2	Verdriet	Emotie	smart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.2	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.2	Wraakzucht	Lichaamsdeel	hart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.4	Hoop	Emotie	hoop
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.4	Angst	Emotie	vreezen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.1	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.3	Blijdschap	Emotie	verblyden
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.1	Verdriet	Lichaamsdeel	traanen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.1	Verdriet	Lichaamswerking	schreien
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.2	Wrok	Emotie	wrok
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.2	Verdriet	EmotioneleHandeling	beweenen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.2	Blijdschap	Emotie	blyschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.4	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.3	Wraakzucht	EmotioneleHandeling	wreeken
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.8	Woede	Lichaamswerking	zyne oogen schitteren van gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.8	Woede	Lichaamsdeel	oogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.8	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	Wraakzucht	Lichaamswerking	het wraakvuur deedt hem 't bloed meer kooken in zyne aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	Wraakzucht	Emotie	wraakvuur
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	Wraakzucht	Lichaamsdeel	bloed
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	Wraakzucht	Lichaamsdeel	aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.10	Woede	Lichaamswerking	barst hy dus uit
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.13	Blijdschap	Emotie	verblyden
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.13	Verdriet	Emotie	smart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.1	Angst	Emotie	vrees
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.5	Trots	Emotie	trotsheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.10	Wanhoop	Emotie	wanhoopende
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.10	Wraakzucht	Emotie	wraakvuur
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.11	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.6	Liefde	Emotie	liefde
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.8	Liefde	EmotioneleHandeling	bemint
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.9	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.2	Gemis	EmotioneleHandeling	klaagen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.2	Angst	Emotie	vreesde
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.2	Liefde	Emotie	liefde
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.2	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3845.s.3	Blijdschap	Emotie	blyschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Woede	Lichaamswerking	dien het bloed aan 't kooken raakte in de aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Woede	Lichaamsdeel	bloed
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Woede	Lichaamsdeel	aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wraakzucht	Lichaamswerking	dien het bloed aan 't kooken raakte in de aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wraakzucht	Lichaamsdeel	bloed
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wraakzucht	Lichaamsdeel	aderen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wanhoop	Lichaamswerking	verblind
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wanhoop	Lichaamswerking	wanhoop
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Wanhoop	Emotie	wanhoop
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Verdriet	Emotie	rouw
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Woede	Lichaamswerking	verwoed
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.6	Woede	Emotie	tooren
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.6	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.6	Wraakzucht	Emotie	zucht tot wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.8	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.8	Angst	Emotie	vreezen
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.8	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.18	Wraakzucht	Emotie	wraakzucht
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.18	Angst	Lichaamswerking	beeven
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.19	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.3	Blijdschap	Emotie	vreugd
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.3	Blijdschap	Lichaamsdeel	gezigt
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.1	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.1	Woede	Emotie	tooren
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.2	Verwondering	Emotie	verbaasd
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.3	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.4	Woede	EmotioneleHandeling	schreeuwde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.4	Woede	EmotioneleHandeling	raasde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.6	Blijdschap	EmotioneleHandeling	gejuich
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.6	Trots	EmotioneleHandeling	gejuich
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.12	Angst	Emotie	vrees
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.16	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.16	Woede	Lichaamswerking	raazerny
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.18	Ontroering	Emotie	bewoogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.18	Verdriet	Emotie	bewoogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.20	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.21	Woede	Lichaamswerking	ontvonkte
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.21	Woede	Lichaamswerking	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.21	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.22	Woede	Lichaamswerking	barst hy dus uit
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.26	Angst	Emotie	verschrikt
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	Wanhoop	EmotioneleHandeling	klagten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	Wanhoop	Lichaamswerking	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	Verdriet	EmotioneleHandeling	klagten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	Verdriet	Lichaamswerking	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.32	Wraakzucht	Emotie	wraakvuur
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.1	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.1	Wraakzucht	Emotie	wraakzucht
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.1	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.2	Woede	EmotioneleHandeling	vervloekte
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.2	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.3	Wanhoop	EmotioneleHandeling	verwoed , haar ' kleed'ren scheuren
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.3	Woede	EmotioneleHandeling	verwoed , haar ' kleed'ren scheuren
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.4	Verdriet	Lichaamswerking	geween
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.5	Walging	Emotie	afkeer
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.6	Woede	EmotioneleHandeling	woen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4087.s.2	Blijdschap	EmotioneleHandeling	juichen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4093.s.1	Jaloezie	Emotie	afgunst
huyd001achi01_01.TEI.2.text.body.div.div.sp.4093.s.1	Jaloezie	Emotie	nyd
huyd001achi01_01.TEI.2.text.body.div.div.sp.4093.s.1	Blijdschap	Emotie	verblyd
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.2	Overig	Lichaamswerking	heldenvuur oogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.2	Overig	Lichaamsdeel	oogen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.1	Mededogen	Emotie	is myne ziel geraakt
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.3	Wraakzucht	Emotie	wraakgierigheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.5	Wraakzucht	Emotie	wraak
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.6	Woede	Emotie	woede
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.6	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.4174.s.1	Overig	Lichaamswerking	zeer hevig
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.1	Trouw	Emotie	getrouwheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.1	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.4	Mededogen	Emotie	gemoed alleen bewegen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.7	Liefde	Lichaamswerking	met harte en zinnen beminde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.7	Liefde	Lichaamsdeel	harte
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.7	Liefde	Lichaamsdeel	zinnen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.8	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.9	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.10	Trots	Emotie	trots
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.13	Angst	Lichaamsdeel	hart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.13	Angst	Emotie	schrik
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.14	Beledigd	EmotioneleHandeling	beledigen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.17	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.2	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.13	Verdriet	Emotie	smarts
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.4	Blijdschap	Lichaamsdeel	ziel
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.4	Blijdschap	Emotie	vreugd
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	Welwillendheid	EmotioneleHandeling	moog ' drukken in myne armen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	Welwillendheid	Lichaamsdeel	armen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	Liefde	EmotioneleHandeling	moog ' drukken in myne armen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	Liefde	Lichaamsdeel	armen
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	Angst	Emotie	vreesde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	Woede	Emotie	toorn
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	Haat	Emotie	haat
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	Liefde	EmotioneleHandeling	'k omhels u
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.2	Bezorgdheid	Emotie	droeve zorg
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.3	Liefde	EmotioneleHandeling	mint
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.5	Liefde	Emotie	liefde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.5	Woede	Emotie	gramschap
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.2	Liefde	Emotie	min
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.3	Liefde	Emotie	liefde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.4	Wraakzucht	EmotioneleHandeling	wreeken
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.6	Blijdschap	Emotie	vreugde
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.8	Verdriet	Emotie	smart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.8	Verdriet	Lichaamswerking	droevig zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.8	Verdriet	Lichaamswerking	zuchten
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.12	Angst	Lichaamswerking	beevend
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Verdriet	Emotie	droefheid
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Verdriet	EmotioneleHandeling	geklag
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Ontroering	Lichaamsdeel	hart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Ontroering	Emotie	ontroeren
lijn002vlug01_01.TEI.2.text.body.div.div.sp.234.s.4	Verdriet	Lichaamswerking	in katzwym vallen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.234.s.4	Verdriet	Emotie	verdriet
lijn002vlug01_01.TEI.2.text.body.div.div.sp.309.s.1	Verdriet	Lichaamswerking	zwem in traanen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.309.s.1	Verdriet	Lichaamsdeel	traanen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Angst	EmotioneleHandeling	schielyk uitkomende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Woede	EmotioneleHandeling	schielyk uitkomende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Verdriet	EmotioneleHandeling	een mes op de borst zettende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Verdriet	Lichaamsdeel	borst
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Woede	EmotioneleHandeling	een mes op de borst zettende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.364.s.1	Woede	Lichaamsdeel	borst
lijn002vlug01_01.TEI.2.text.body.div.div.sp.436.s.8	Verdriet	Lichaamswerking	zuchten
lijn002vlug01_01.TEI.2.text.body.div.div.sp.448.s.1	Bedruktheid	Emotie	belastte
lijn002vlug01_01.TEI.2.text.body.div.div.sp.448.s.1	Bezorgdheid	Emotie	belastte
lijn002vlug01_01.TEI.2.text.body.div.div.sp.512.s.2	Bezorgdheid	Emotie	verstooren
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.515.s.1	Wanhoop	EmotioneleHandeling	in de armen vallende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.speaker.515.s.1	Verdriet	EmotioneleHandeling	in de armen vallende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.522.s.3	Verdriet	Lichaamswerking	hart doorbooren
lijn002vlug01_01.TEI.2.text.body.div.div.sp.522.s.3	Verdriet	Lichaamsdeel	hart
lijn002vlug01_01.TEI.2.text.body.div.div.sp.544.s.1	Liefde	EmotioneleHandeling	zoen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.544.s.2	Liefde	EmotioneleHandeling	omhelzende
lijn002vlug01_01.TEI.2.text.body.div.div.sp.603.s.6	Opluchting	Emotie	geruster
lijn002vlug01_01.TEI.2.text.body.div.div.sp.619.s.6	Verdriet	Emotie	droeve
lijn002vlug01_01.TEI.2.text.body.div.div.sp.619.s.6	Verdriet	Lichaamsdeel	stem
lijn002vlug01_01.TEI.2.text.body.div.div.sp.619.s.6	Wraakzucht	Emotie	wraak
lijn002vlug01_01.TEI.2.text.body.div.div.sp.619.s.8	Wraakzucht	Emotie	wraak
lijn002vlug01_01.TEI.2.text.body.div.div.sp.631.s.1	Verdriet	Emotie	droefheid
lijn002vlug01_01.TEI.2.text.body.div.div.sp.675.s.2	Verdriet	Lichaamswerking	schreiên
lijn002vlug01_01.TEI.2.text.body.div.div.sp.686.s.2	Verdriet	Lichaamswerking	huilen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.686.s.4	Verdriet	Lichaamswerking	huilen
lijn002vlug01_01.TEI.2.text.body.div.div.sp.stage.691.s.1	Jaloezie	Emotie	jaloersche pyn
lijn002vlug01_01.TEI.2.text.body.div.div.sp.702.s.2	Ongeluk	Emotie	ramp
